Principio Attivo;Descrizione Gruppo;Denominazione e Confezione;Prezzo al pubblico €;Titolare AIC;AIC;Codice Gruppo Equivalenza;X=in lista di trasparenza Aifa 15/10/2025 ;Solo in lista di Regione:;Metri cubi ossigeno 
Ossigeno;OSSIGENO GAS CRIOGENICO 25 LT METRI CUBI SVOLTI 21,38;OSSIGENO*gas med criogenico contenitore mobile litri 25 svolti 21380;140,04;LINDE MEDICALE Srl;039133552;022;;;21,38
Ossigeno;OSSIGENO GAS CRIOGENICO 25 LT METRI CUBI SVOLTI 21,38;OSSIGENO*gas med criogenico contenitore mobile litri 25 svolti 21380;140,04;CER MEDICAL Srl;039150356;022;;;21,38
Ossigeno;OSSIGENO GAS CRIOGENICO 25,5 LT METRI CUBI SVOLTI 21,81;OSSIGENO*gas med criogenico contenitore mobile 25,5 litri;142,86;SICO SpA;039134465;023;;;21,81
Ossigeno;OSSIGENO GAS CRIOGENICO 25,5 LT METRI CUBI SVOLTI 21,81;OSSIGENO*gas med criogenico contenitore mobile litri 25,5 svolti 21810;142,86;CONSORZIO ITALIANO OSSIGENO;038907251;023;;;21,81
Ossigeno;OSSIGENO GAS CRIOGENICO 29 LT METRI CUBI SVOLTI 24,81;OSSIGENO*gas med criogenico contenitore mobile litri 29 svolti 24810;162,51;VIVISOL Srl;039058033;024;;;24,81
Ossigeno;OSSIGENO GAS CRIOGENICO 30 LT METRI CUBI SVOLTI 25,66;OSSIGENO*gas med criogenico contenitore mobile litri 30 svolti 25660;168,07;CONSORZIO ITALIANO OSSIGENO;038907263;025;;;25,66
Ossigeno;OSSIGENO GAS CRIOGENICO 30 LT METRI CUBI SVOLTI 25,66;OSSIGENO*gas med criogenico contenitore mobile litri 30 svolti 25660;168,07;GAS TECNICI FOLIGNO Srl;039106188;025;;;25,66
Ossigeno;OSSIGENO GAS CRIOGENICO 30 LT METRI CUBI SVOLTI 25,66;OSSIGENO*gas med criogenico contenitore mobile litri 30 svolti 25660;168,07;SICO SpA;039134477;025;;;25,66
Ossigeno;OSSIGENO GAS CRIOGENICO 31 LT METRI CUBI SVOLTI 26,52;OSSIGENO*gas med criogenico contenitore mobile 31 litri;173,71;S.I.A.D. SpA;038943484;026;;;26,52
Ossigeno;OSSIGENO GAS CRIOGENICO 31 LT METRI CUBI SVOLTI 26,52;OSSIGENO*gas med criogenico contenitore mobile 31 litri;173,71;NIPPON GASES PHARMA Srl;038944346;026;;;26,52
Ossigeno;OSSIGENO GAS CRIOGENICO 31 LT METRI CUBI SVOLTI 26,52;OSSIGENO*gas med criogenico contenitore mobile 31 litri;173,71;MAGALDI LIFE Srl;038961177;026;;;26,52
Ossigeno;OSSIGENO GAS CRIOGENICO 31 LT METRI CUBI SVOLTI 26,52;OSSIGENO*gas med criogenico contenitore mobile 31 litri;173,71;NIPPON GASES PHARMA Srl;038962181;026;;;26,52
Ossigeno;OSSIGENO GAS CRIOGENICO 31 LT METRI CUBI SVOLTI 26,52;OSSIGENO*gas med criogenico contenitore mobile 31 litri;173,71;TER.GAS Srl;038963106;026;;;26,52
Ossigeno;OSSIGENO GAS CRIOGENICO 31 LT METRI CUBI SVOLTI 26,52;OSSIGENO*gas med criogenico contenitore mobile 31 litri;173,71;SAPIO LIFE Srl;039017468;026;;;26,52
Ossigeno;OSSIGENO GAS CRIOGENICO 31 LT METRI CUBI SVOLTI 26,52;OSSIGENO*gas med criogenico contenitore mobile 31 litri;173,71;MEDIGAS ITALIA Srl;039019043;026;;;26,52
Ossigeno;OSSIGENO GAS CRIOGENICO 31 LT METRI CUBI SVOLTI 26,52;OSSIGENO*gas med criogenico contenitore mobile 31 litri;173,71;GAS TECNICI FOLIGNO Srl;039106277;026;;;26,52
Ossigeno;OSSIGENO GAS CRIOGENICO 31 LT METRI CUBI SVOLTI 26,52;OSSIGENO*gas med criogenico contenitore mobile 31 litri;173,71;MEDICAIR ITALIA Srl;039110111;026;;;26,52
Ossigeno;OSSIGENO GAS CRIOGENICO 31 LT METRI CUBI SVOLTI 26,52;OSSIGENO*gas med criogenico contenitore mobile 31 litri;173,71;LINDE MEDICALE Srl;039133158;026;;;26,52
Ossigeno;OSSIGENO GAS CRIOGENICO 31 LT METRI CUBI SVOLTI 26,52;OSSIGENO*gas med criogenico contenitore mobile litri 31 svolti 26520;173,71;AIR LIQUIDE ITALIA GAS E S.Srl;038904619;026;;;26,52
Ossigeno;OSSIGENO GAS CRIOGENICO 31 LT METRI CUBI SVOLTI 26,52;OSSIGENO*gas med criogenico contenitore mobile litri 31 svolti 26520;173,71;CONSORZIO ITALIANO OSSIGENO;038907275;026;;;26,52
Ossigeno;OSSIGENO GAS CRIOGENICO 31 LT METRI CUBI SVOLTI 26,52;OSSIGENO*gas med criogenico contenitore mobile litri 31 svolti 26520;173,71;VIVISOL Srl;039058045;026;;;26,52
Ossigeno;OSSIGENO GAS CRIOGENICO 31 LT METRI CUBI SVOLTI 26,52;OSSIGENO*gas med criogenico contenitore mobile litri 31 svolti 26520;173,71;SICO SpA;039134224;026;;;26,52
Ossigeno;OSSIGENO GAS CRIOGENICO 31 LT METRI CUBI SVOLTI 26,52;OSSIGENO*gas med criogenico contenitore mobile litri 31 svolti 26520;173,71;CER MEDICAL Srl;039150368;026;;;26,52
Ossigeno;OSSIGENO GAS CRIOGENICO 31 LT METRI CUBI SVOLTI 26,52;OSSIGENO*gas med criogenico contenitore mobile litri 31 svolti 26520;173,71;VOXISUD Srl;039160155;026;;;26,52
Ossigeno;OSSIGENO GAS CRIOGENICO 31 LT METRI CUBI SVOLTI 26,52;OSSIGENO*gas med criogenico contenitore mobile litri 31 svolti 26520;173,71;VITALAIRE ITALIA SpA;040778209;026;;;26,52
Ossigeno;OSSIGENO GAS CRIOGENICO 31 LT METRI CUBI SVOLTI 26,52;OXO*gas med criogenico contenitore mobile 31 litri;173,71;EURO OSSIGENO Srl;038960074;026;;;26,52
Ossigeno;OSSIGENO GAS CRIOGENICO 31,5 LT METRI CUBI SVOLTI 26,94;OSSIGENO*gas med criogenico contenitore mobile litri 31,5 svolti 26940;176,46;FARMA GAS MED.AND TECHN.GASES;039131089;027;;;26,94
Ossigeno;OSSIGENO GAS CRIOGENICO 32 LT METRI CUBI SVOLTI 27,37;OSSIGENO*gas med criogenico contenitore mobile litri 32 svolti 27370;179,27;AIR LIQUIDE ITALIA GAS E S.Srl;038904621;028;;;27,37
Ossigeno;OSSIGENO GAS CRIOGENICO 33 LT METRI CUBI SVOLTI 28,23;OSSIGENO*gas med criogenico contenitore mobile litri 33 svolti 28230;184,91;SICO SpA;039134489;029;;;28,23
Ossigeno;OSSIGENO GAS CRIOGENICO 36 LT METRI CUBI SVOLTI 30,79;OSSIGENO*gas med criogenico contenitore mobile 36 litri;201,67;LINDE MEDICALE Srl;039133160;030;;;30,79
Ossigeno;OSSIGENO GAS CRIOGENICO 36 LT METRI CUBI SVOLTI 30,79;OSSIGENO*gas med criogenico contenitore mobile 36 litri;201,67;VITALAIRE ITALIA SpA;040778223;030;;;30,79
Ossigeno;OSSIGENO GAS CRIOGENICO 36 LT METRI CUBI SVOLTI 30,79;OSSIGENO*gas med criogenico contenitore mobile litri 36 svolti 30790;201,67;AIR LIQUIDE ITALIA GAS E S.Srl;038904633;030;;;30,79
Ossigeno;OSSIGENO GAS CRIOGENICO 37 LT METRI CUBI SVOLTI 31,65;OSSIGENO*gas med criogenico contenitore mobile 37 litri;207,31;NIPPON GASES PHARMA Srl;038944359;031;;;31,65
Ossigeno;OSSIGENO GAS CRIOGENICO 37 LT METRI CUBI SVOLTI 31,65;OSSIGENO*gas med criogenico contenitore mobile 37 litri;207,31;NIPPON GASES PHARMA Srl;038962193;031;;;31,65
Ossigeno;OSSIGENO GAS CRIOGENICO 37 LT METRI CUBI SVOLTI 31,65;OSSIGENO*gas med criogenico contenitore mobile 37 litri;207,31;GAS TECNICI FOLIGNO Srl;039106190;031;;;31,65
Ossigeno;OSSIGENO GAS CRIOGENICO 37 LT METRI CUBI SVOLTI 31,65;OSSIGENO*gas med criogenico contenitore mobile 37 litri;207,31;MEDICAIR ITALIA Srl;039110123;031;;;31,65
Ossigeno;OSSIGENO GAS CRIOGENICO 37 LT METRI CUBI SVOLTI 31,65;OSSIGENO*gas med criogenico contenitore mobile 37 litri;207,31;CER MEDICAL Srl;039150370;031;;;31,65
Ossigeno;OSSIGENO GAS CRIOGENICO 38 LT METRI CUBI SVOLTI 32,51;OSSIGENO*gas med criogenico contenitore mobile 38 litri;212,94;SICO SpA;039134515;032;;;32,51
Ossigeno;OSSIGENO GAS CRIOGENICO 38 LT METRI CUBI SVOLTI 32,51;OSSIGENO*gas med criogenico contenitore mobile litri 38 svolti 32510;212,94;VIVISOL Srl;039058058;032;;;32,51
Ossigeno;OSSIGENO GAS CRIOGENICO 40 LT METRI CUBI SVOLTI 34,22;OSSIGENO*gas med criogenico contenitore mobile 40 litri;224,14;GAS TECNICI FOLIGNO Srl;039106202;033;;;34,22
Ossigeno;OSSIGENO GAS CRIOGENICO 41 LT METRI CUBI SVOLTI 35,07;OSSIGENO*gas med criogenico contenitore mobile 41 litri;229,71;S.I.A.D. SpA;038943496;034;;;35,07
Ossigeno;OSSIGENO GAS CRIOGENICO 41 LT METRI CUBI SVOLTI 35,07;OSSIGENO*gas med criogenico contenitore mobile 41 litri;229,77;SAPIO LIFE Srl;039017470;034;;;35,07
Ossigeno;OSSIGENO GAS CRIOGENICO 41 LT METRI CUBI SVOLTI 35,07;OSSIGENO*gas med criogenico contenitore mobile 41 litri;229,71;MEDIGAS ITALIA Srl;039019056;034;;;35,07
Ossigeno;OSSIGENO GAS CRIOGENICO 41 LT METRI CUBI SVOLTI 35,07;OSSIGENO*gas med criogenico contenitore mobile 41 litri;229,71;GAS TECNICI FOLIGNO Srl;039106289;034;;;35,07
Ossigeno;OSSIGENO GAS CRIOGENICO 41 LT METRI CUBI SVOLTI 35,07;OSSIGENO*gas med criogenico contenitore mobile 41 litri;229,71;MEDICAIR ITALIA Srl;039110135;034;;;35,07
Ossigeno;OSSIGENO GAS CRIOGENICO 41 LT METRI CUBI SVOLTI 35,07;OSSIGENO*gas med criogenico contenitore mobile 41 litri;229,71;LINDE MEDICALE Srl;039133172;034;;;35,07
Ossigeno;OSSIGENO GAS CRIOGENICO 41 LT METRI CUBI SVOLTI 35,07;OSSIGENO*gas med criogenico contenitore mobile 41 litri;229,71;SICO SpA;039134527;034;;;35,07
Ossigeno;OSSIGENO GAS CRIOGENICO 41 LT METRI CUBI SVOLTI 35,07;OSSIGENO*gas med criogenico contenitore mobile 41 litri;229,71;VOXISUD Srl;039160167;034;;;35,07
Ossigeno;OSSIGENO GAS CRIOGENICO 41 LT METRI CUBI SVOLTI 35,07;OSSIGENO*gas med criogenico contenitore mobile litri 41 svolti 35070;229,77;NIPPON GASES PHARMA Srl;038962217;034;;;35,07
Ossigeno;OSSIGENO GAS CRIOGENICO 41 LT METRI CUBI SVOLTI 35,07;OSSIGENO*gas med criogenico contenitore mobile litri 41 svolti 35070;229,71;VIVISOL Srl;039058060;034;;;35,07
Ossigeno;OSSIGENO GAS CRIOGENICO 44 LT METRI CUBI SVOLTI 37,64;OSSIGENO*gas med criogenico contenitore mobile litri 44 svolti 37640;246,54;AIR LIQUIDE ITALIA GAS E S.Srl;038904645;035;;;37,64
Ossigeno;OSSIGENO GAS CRIOGENICO 45 LT METRI CUBI SVOLTI 38,49;OSSIGENO*gas med criogenico contenitore mobile 45 litri;252,11;NIPPON GASES PHARMA Srl;038944361;036;;;38,49
Ossigeno;OSSIGENO GAS CRIOGENICO 45 LT METRI CUBI SVOLTI 38,49;OSSIGENO*gas med criogenico contenitore mobile 45 litri;252,11;NIPPON GASES PHARMA Srl;038962205;036;;;38,49
Ossigeno;OSSIGENO GAS CRIOGENICO 45 LT METRI CUBI SVOLTI 38,49;OSSIGENO*gas med criogenico contenitore mobile 45 litri;252,11;GAS TECNICI FOLIGNO Srl;039106214;036;;;38,49
Ossigeno;OSSIGENO GAS CRIOGENICO 45 LT METRI CUBI SVOLTI 38,49;OSSIGENO*gas med criogenico contenitore mobile litri 45 svolti 38490;252,11;CONSORZIO ITALIANO OSSIGENO;038907287;036;;;38,49
Ossigeno;OSSIGENO GAS CRIOGENICO 46 LT METRI CUBI SVOLTI 39,35;OSSIGENO*gas med criogenico contenitore mobile 46 litri;257,74;SAPIO LIFE Srl;039017482;037;;;39,35
Ossigeno;OSSIGENO GAS CRIOGENICO 46 LT METRI CUBI SVOLTI 39,35;OSSIGENO*gas med criogenico contenitore mobile 46 litri;257,74;MEDICAIR ITALIA Srl;039110147;037;;;39,35
Ossigeno;OSSIGENO GAS CRIOGENICO 46 LT METRI CUBI SVOLTI 39,35;OSSIGENO*gas med criogenico contenitore mobile 46 litri;257,74;SICO SpA;039134539;037;;;39,35
Ossigeno;OSSIGENO GAS CRIOGENICO 46 LT METRI CUBI SVOLTI 39,35;OSSIGENO*gas med criogenico contenitore mobile litri 46 svolti 39350;257,74;VIVISOL Srl;039058072;037;;;39,35
Ossigeno;OSSIGENO GAS CRIOGENICO 44 LT METRI CUBI SVOLTI 36,50;OSSIGENO*gas med criogenico contenitore mobile 44 litri;239,08;VITALAIRE ITALIA SpA;040778235;078;;;36,50
Ossigeno;OSSIGENO GAS CRIOGENICO 32 LT METRI CUBI SVOLTI 26,50;OSSIGENO*gas med criogenico contenitore mobile litri 32;173,58;SAPIO LIFE Srl;039017621;079;;;26,50
Ossigeno;OSSIGENO GAS CRIOGENICO 32 LT METRI CUBI SVOLTI 26,50;OSSIGENO*gas med criogenico contenitore mobile litri 32;173,58;VITALAIRE ITALIA SpA;040778211;079;;;26,50
Ossigeno;OSSIGENO GAS CRIOGENICO 33 LT METRI CUBI SVOLTI 27,50;OSSIGENO*gas med criogenico contenitore mobile litri 33;180,12;VITALAIRE ITALIA SpA;040778298;080;;;27,50
Ossigeno;OSSIGENO GAS COMPRESSO 300 BAR 10 LT METRI CUBI SVOLTI 3,15;OSSIGENO*300 bar gas med compresso bomb in acciaio litri 10 svolti 3150 con valvola vi;28,95;MEDICAIR ITALIA Srl;039110440;099;;;3,15
Ossigeno;OSSIGENO GAS COMPRESSO 300 BAR 10 LT METRI CUBI SVOLTI 3,15;OSSIGENO*300 bar gas med compresso bomb in acciaio litri 10 svolti 3150 con valvola vr;28,95;MEDICAIR ITALIA Srl;039110453;099;;;3,15
Ossigeno;OSSIGENO GAS COMPRESSO 300 BAR 14 LT METRI CUBI SVOLTI 4,41;OSSIGENO*300 bar gas med compresso bomb in acciaio litri 14 svolti 4410 con valvola vi;40,52;MEDICAIR ITALIA Srl;039110465;100;;;4,41
Ossigeno;OSSIGENO GAS COMPRESSO 300 BAR 14 LT METRI CUBI SVOLTI 4,41;OSSIGENO*300 bar gas med compresso bomb in acciaio litri 14 svolti 4410 con valvola vr;40,52;MEDICAIR ITALIA Srl;039110477;100;;;4,41
Ossigeno;OSSIGENO GAS COMPRESSO 300 BAR 18 LT METRI CUBI SVOLTI 5,67;OSSIGENO*300 bar gas med compresso bomb in acciaio litri 18 svolti 5670 con valvola vi;52,21;MEDICAIR ITALIA Srl;039110489;106;;;5,67
Ossigeno;OSSIGENO GAS COMPRESSO 300 BAR 20 LT METRI CUBI SVOLTI 6,30;OSSIGENO*300 bar gas med compresso bomb in acciaio litri 20 svolti 6300 con valvola vi;57,91;MEDICAIR ITALIA Srl;039110503;156;;;6,30
Ossigeno;OSSIGENO GAS COMPRESSO 300 BAR 20 LT METRI CUBI SVOLTI 6,30;OSSIGENO*300 bar gas med compresso bomb in acciaio litri 20 svolti 6300 con valvola vr;57,91;MEDICAIR ITALIA Srl;039110515;156;;;6,30
Ossigeno;OSSIGENO GAS COMPRESSO 300 BAR 27 LT METRI CUBI SVOLTI 8,51;OSSIGENO*300 bar gas med compresso bomb in acciaio litri 27 svolti 8510 con valvola vi;78,21;MEDICAIR ITALIA Srl;039110527;157;;;8,51
Ossigeno;OSSIGENO GAS COMPRESSO 300 BAR 27 LT METRI CUBI SVOLTI 8,51;OSSIGENO*300 bar gas med compresso bomb in acciaio litri 27 svolti 8510 con valvola vr;78,21;MEDICAIR ITALIA Srl;039110539;157;;;8,51
Oxacillina;OXACILLINA 1G/5ML 1 UNITA' USO PARENTERALE;PENSTAPHO*1 fiala IM EV 1 g + 1 fiala solv;6,37;LABORATOIRES DELBERT;020711065;PRA;;;
Oxatomide;OXATOMIDE 2,5% 30ML USO ORALE;TINSET*orale gtt 30 ml 2,5%;4,98;GRUNENTHAL ITALIA Srl;025293034;PTA;;;
Oxatomide;OXATOMIDE 30MG 30 UNITA' USO ORALE;TINSET*30 cpr 30 mg;5,38;GRUNENTHAL ITALIA Srl;025293010;PTB;;;
Oxcarbazepina;OXCARBAZEPINA 300MG 50 UNITA' USO ORALE;OXCARBAZEPINA*50 cpr 300 mg;9,81;TECNIGEN Srl;042353019;DNA;X;;
Oxcarbazepina;OXCARBAZEPINA 300MG 50 UNITA' USO ORALE;TOLEP*50 cpr div 300 mg;14,42;NOVARTIS FARMA SpA;028304018;DNA;X;;
Oxcarbazepina;OXCARBAZEPINA 300MG 50 UNITA' USO ORALE;ZIGABAL*50 cpr 300 mg;9,81;TECNIGEN Srl;048388019;DNA;X;;
Oxcarbazepina;OXCARBAZEPINA 600MG 50 UNITA' USO ORALE;OXCARBAZEPINA*50 cpr 600 mg;18,87;TECNIGEN Srl;042353021;DNB;X;;
Oxcarbazepina;OXCARBAZEPINA 600MG 50 UNITA' USO ORALE;TOLEP*50 cpr div 600 mg;27,75;NOVARTIS FARMA SpA;028304020;DNB;X;;
Oxcarbazepina;OXCARBAZEPINA 600MG 50 UNITA' USO ORALE;ZIGABAL*50 cpr 600 mg;18,87;TECNIGEN Srl;048388021;DNB;X;;
Oxibutinina;OSSIBUTININA CLORIDRATO 5MG 30 UNITA' USO ORALE;OSSIBUTININA CLORIDRATO*30 cpr 5 mg;6,32;MYLAN SpA;034261115;C9A;X;;
Oxibutinina;OSSIBUTININA CLORIDRATO 5MG 30 UNITA' USO ORALE;OXIBUTININA*30 cpr 5 mg;6,32;EG SpA;035733043;C9A;X;;
Ozanimod;OZANIMOD 0,23MG 4 UNITA' + 0,46MG 3 UNITA' USO ORALE;ZEPOSIA*4 cps 0,23 mg + 3 cps 0,46 mg;469,75;BRISTOL M.SQUIBB PHARMA EEIG;048818013;LPP;;;
Ozanimod;OZANIMOD 0,92MG 28 UNITA' USO ORALE;ZEPOSIA*28 cps 0,92 mg;1878,92;BRISTOL M.SQUIBB PHARMA EEIG;048818025;LPQ;;;
Paliperidone;PALIPERIDONE 3MG 28 UNITA' USO ORALE RP;INVEGA*28 cpr 3 mg rilascio prolungato;133,47;JANSSEN CILAG INTERNAT.N.V.;038024410;PZA;X;;
Paliperidone;PALIPERIDONE 3MG 28 UNITA' USO ORALE RP;PALIPERIDONE*28 cpr 3 mg rilascio prolungato;80,08;KRKA D.D.NOVO MESTO;045969021;PZA;X;;
Paliperidone;PALIPERIDONE 3MG 28 UNITA' USO ORALE RP;PALIPERIDONE*28 cpr 3 mg rilascio prolungato;60,06;TEVA B.V.;046036024;PZA;X;;
Paliperidone;PALIPERIDONE 3MG 28 UNITA' USO ORALE RP;PALIPERIDONE*28x1 cpr 3 mg rilascio prolungato;60,06;SANDOZ SpA;046616025;PZA;X;;
Paliperidone;PALIPERIDONE 6MG 28 UNITA' USO ORALE RP;INVEGA*28 cpr 6 mg rilascio prolungato;133,47;JANSSEN CILAG INTERNAT.N.V.;038024459;PZB;X;;
Paliperidone;PALIPERIDONE 6MG 28 UNITA' USO ORALE RP;PALIPERIDONE*28 cpr 6 mg rilascio prolungato;80,08;KRKA D.D.NOVO MESTO;045969058;PZB;X;;
Paliperidone;PALIPERIDONE 6MG 28 UNITA' USO ORALE RP;PALIPERIDONE*28 cpr 6 mg rilascio prolungato;60,06;TEVA B.V.;046036051;PZB;X;;
Paliperidone;PALIPERIDONE 6MG 28 UNITA' USO ORALE RP;PALIPERIDONE*28x1 cpr 6 mg rilascio prolungato;60,06;SANDOZ SpA;046616088;PZB;X;;
Paliperidone;PALIPERIDONE 9MG 28 UNITA' USO ORALE RP;INVEGA*28 cpr 9 mg rilascio prolungato;225,21;JANSSEN CILAG INTERNAT.N.V.;038024497;PZC;X;;
Paliperidone;PALIPERIDONE 9MG 28 UNITA' USO ORALE RP;PALIPERIDONE*28 cpr 9 mg rilascio prolungato;135,12;KRKA D.D.NOVO MESTO;045969084;PZC;X;;
Paliperidone;PALIPERIDONE 9MG 28 UNITA' USO ORALE RP;PALIPERIDONE*28 cpr 9 mg rilascio prolungato;101,35;TEVA B.V.;046036087;PZC;X;;
Paliperidone;PALIPERIDONE 9MG 28 UNITA' USO ORALE RP;PALIPERIDONE*28x1 cpr 9 mg rilascio prolungato;101,35;SANDOZ SpA;046616140;PZC;X;;
Palivizumab;PALIVIZUMAB 100MG 1 UNITA' USO PARENTERALE;SYNAGIS*1 flaconcino IM 1 ml 100 mg/ml;1493,33;ASTRAZENECA AB;034529040;BHG;;;
Palivizumab;PALIVIZUMAB 50MG 1 UNITA' USO PARENTERALE;SYNAGIS*1 flaconcino IM 0,5 ml 100 mg/ml;899,24;ASTRAZENECA AB;034529038;BHH;;;
Pancrelipasi;PANCRELIPASI 420MG 100 UNITA' USO ORALE;CREONIPE*100 cps gastrores 420 mg 35.000 U flacone;75,22;VIATRIS HEALTHCARE LIMITED;047002098;LBP;;;
Pancrelipasi;PANCRELIPASI 150MG 100 UNITA' USO ORALE RM;CREON 10.000UI*100 cps gastrores 150 mg rilascio modificato;17,31;VIATRIS ITALIA Srl;029018064;Q0A;;;
Pantoprazolo;PANTOPRAZOLO 20MG 14 UNITA' USO ORALE;GASTROLOC*14 cpr gastrores 20 mg;3,94;HALEON ITALY Srl;038253035;CTA;X;;
Pantoprazolo;PANTOPRAZOLO 20MG 14 UNITA' USO ORALE;INIPANT*14 cpr gastrores 20 mg;3,94;SO.SE.PHARM Srl;041979016;CTA;X;;
Pantoprazolo;PANTOPRAZOLO 20MG 14 UNITA' USO ORALE;INIZOL*14 cpr gastrores 20 mg;3,94;S.F. GROUP Srl;045164011;CTA;X;;
Pantoprazolo;PANTOPRAZOLO 20MG 14 UNITA' USO ORALE;NOLPAZA*14 cpr gastrores 20 mg;4,24;I.B.N. SAVIO Srl;039115023;CTA;X;;
Pantoprazolo;PANTOPRAZOLO 20MG 14 UNITA' USO ORALE;PANCLEUS*14 cpr gastrores 20 mg;3,94;S.F. GROUP Srl;038741017;CTA;X;;
Pantoprazolo;PANTOPRAZOLO 20MG 14 UNITA' USO ORALE;PANTECTA*14 cpr gastrores 20 mg;3,99;TAKEDA ITALIA SpA;031834029;CTA;X;;
Pantoprazolo;PANTOPRAZOLO 20MG 14 UNITA' USO ORALE;PANTOFIR*14 cpr gastrores 20 mg;3,94;S.F. GROUP Srl;042643015;CTA;X;;
Pantoprazolo;PANTOPRAZOLO 20MG 14 UNITA' USO ORALE;PANTOPAN*14 cpr gastrores 20 mg;5,74;TAKEDA ITALIA SpA;031835022;CTA;X;;
Pantoprazolo;PANTOPRAZOLO 20MG 14 UNITA' USO ORALE;PANTOPRAZOLO*14 cpr gastrores 20 mg;3,94;SANDOZ SpA;038139034;CTA;X;;
Pantoprazolo;PANTOPRAZOLO 20MG 14 UNITA' USO ORALE;PANTOPRAZOLO*14 cpr gastrores 20 mg;3,94;KRKA D.D.NOVO MESTO;038436022;CTA;X;;
Pantoprazolo;PANTOPRAZOLO 20MG 14 UNITA' USO ORALE;PANTOPRAZOLO*14 cpr gastrores 20 mg;3,94;ARISTO PHARMA GMBH;038437036;CTA;X;;
Pantoprazolo;PANTOPRAZOLO 20MG 14 UNITA' USO ORALE;PANTOPRAZOLO*14 cpr gastrores 20 mg;3,94;ZENTIVA ITALIA Srl;038439028;CTA;X;;
Pantoprazolo;PANTOPRAZOLO 20MG 14 UNITA' USO ORALE;PANTOPRAZOLO*14 cpr gastrores 20 mg;3,94;EG SpA;038440020;CTA;X;;
Pantoprazolo;PANTOPRAZOLO 20MG 14 UNITA' USO ORALE;PANTOPRAZOLO*14 cpr gastrores 20 mg;3,94;LABORATORI ALTER Srl;038729012;CTA;X;;
Pantoprazolo;PANTOPRAZOLO 20MG 14 UNITA' USO ORALE;PANTOPRAZOLO*14 cpr gastrores 20 mg;3,94;ALMUS Srl;038730038;CTA;X;;
Pantoprazolo;PANTOPRAZOLO 20MG 14 UNITA' USO ORALE;PANTOPRAZOLO*14 cpr gastrores 20 mg;3,94;S.F. GROUP Srl;038743035;CTA;X;;
Pantoprazolo;PANTOPRAZOLO 20MG 14 UNITA' USO ORALE;PANTOPRAZOLO*14 cpr gastrores 20 mg;3,94;TOWA PHARMACEUTICAL EUROPE SL;038842011;CTA;X;;
Pantoprazolo;PANTOPRAZOLO 20MG 14 UNITA' USO ORALE;PANTOPRAZOLO*14 cpr gastrores 20 mg;3,94;TOWA PHARMACEUTICAL SpA;038869018;CTA;X;;
Pantoprazolo;PANTOPRAZOLO 20MG 14 UNITA' USO ORALE;PANTOPRAZOLO*14 cpr gastrores 20 mg;3,94;SUN PHARMACEUTICAL IND.EU.B.V.;039015021;CTA;X;;
Pantoprazolo;PANTOPRAZOLO 20MG 14 UNITA' USO ORALE;PANTOPRAZOLO*14 cpr gastrores 20 mg;3,94;TEVA ITALIA Srl;040597027;CTA;X;;
Pantoprazolo;PANTOPRAZOLO 20MG 14 UNITA' USO ORALE;PANTOPRAZOLO*14 cpr gastrores 20 mg;3,94;ABC FARMACEUTICI SpA;041022118;CTA;X;;
Pantoprazolo;PANTOPRAZOLO 20MG 14 UNITA' USO ORALE;PANTOPRAZOLO*14 cpr gastrores 20 mg;3,94;AUROBINDO PHARMA ITALIA Srl;043494020;CTA;X;;
Pantoprazolo;PANTOPRAZOLO 20MG 14 UNITA' USO ORALE;PANTOPRAZOLO*14 cpr gastrores 20 mg;3,94;DOC GENERICI Srl;043720061;CTA;X;;
Pantoprazolo;PANTOPRAZOLO 20MG 14 UNITA' USO ORALE;PANTOPRAZOLO*14 cpr gastrores 20 mg;3,94;TECNIGEN Srl;044223016;CTA;X;;
Pantoprazolo;PANTOPRAZOLO 20MG 14 UNITA' USO ORALE;PANTOPRAZOLO*14 cpr gastrores 20 mg;3,94;FARMED Srl;048381014;CTA;X;;
Pantoprazolo;PANTOPRAZOLO 20MG 14 UNITA' USO ORALE;PANTOPRAZOLO*14 cpr gastrores 20 mg flacone;3,94;TOWA PHARMACEUTICAL SpA;038869020;CTA;X;;
Pantoprazolo;PANTOPRAZOLO 20MG 14 UNITA' USO ORALE;PANTOPRAZOLO*14 cpr gastrores 20 mg flacone;3,94;AUROBINDO PHARMA ITALIA Srl;043494210;CTA;X;;
Pantoprazolo;PANTOPRAZOLO 20MG 14 UNITA' USO ORALE;PANTOPRAZOLO*14 cpr gastroresistenti 20 mg;3,94;MYLAN SpA;040700015;CTA;X;;
Pantoprazolo;PANTOPRAZOLO 20MG 14 UNITA' USO ORALE;PANTORC*14 cpr gastrores 20 mg;5,74;TAKEDA ITALIA SpA;031981044;CTA;X;;
Pantoprazolo;PANTOPRAZOLO 20MG 14 UNITA' USO ORALE;PANTORC*14 cpr gastrores 20 mg;5,74;BB FARMA Srl;041972050;CTA;X;;
Pantoprazolo;PANTOPRAZOLO 20MG 14 UNITA' USO ORALE;PANTORC*14 cpr gastrores 20 mg;5,74;BB FARMA Srl;041972062;CTA;X;;
Pantoprazolo;PANTOPRAZOLO 20MG 14 UNITA' USO ORALE;PANTORC*14 cpr gastrores 20 mg;5,74;BB FARMA Srl;041972098;CTA;X;;
